NAME_OF_DISTRICT_COUNCIL_DISTRICT_EN,LOCATION_EN,ADDRESS_EN,NAME_OF_DISTRICT_COUNCIL_DISTRICT_TC,LOCATION_TC,ADDRESS_TC,NAME_OF_DISTRICT_COUNCIL_DISTRICT_SC,LOCATION_SC,ADDRESS_SC,STANDARD_BS1363_no,MEDIUM_IEC62196_no,MEDIUM_SAEJ1772_no,MEDIUM_OTHERS_no,QUICK_CHAdeMO_no,QUICK_CCS_DC_COMBO_no,QUICK_IEC62196_no,QUICK_GB_T20234_3_DC__no,QUICK_OTHERS_no,REMARK_FOR__OTHERS_,DATA_PATH,GeometryLongitude,GeometryLatitude
Wan Chai,EAGLE HARBOUR PUBLIC CARPARK,"23 - 25 HARBOUR ROAD, Wan Chai District, Hong Kong",灣仔區,鷹港公眾停車埸,香港 灣仔區 港灣道23 - 25號,湾仔区,鹰港公众停车埸,香港 湾仔区 港湾道23 - 25号,2,0,0,0,0,0,0,0,0,-,-,114.17531300000007,22.28099100000003
Wan Chai,Hopewell Centre,"183 Queen’s Road East, Wan Chai, Hong Kong (Entrance on Kennedy Road)",灣仔區,合和中心,香港灣仔皇后大道東183號 (入口於堅尼地道),湾仔区,合和中心,香港湾仔皇后大道东183号 (入口於坚尼地道),0,6,0,4,0,7,0,0,13,Tesla Wall Connector,-,114.17167300000006,22.27459200000004
Wan Chai,Wu Chung House,"213 Queen's Road East, Wan Chai District, Hong Kong",灣仔區,胡忠大廈,香港 灣仔區 皇后大道東213號,湾仔区,胡忠大厦,香港 湾仔区 皇后大道东213号,9,0,0,0,0,0,0,0,0,-,-,114.17247300000008,22.27437100000003
Wan Chai,Olympic House A,"STADIUM PATH, WAN CHAI",灣仔區,奧運大樓 A,灣仔 大球場徑,湾仔区,奥运大楼 A,湾仔 大球场径,2,0,0,0,0,0,0,0,0,-,-,114.18764500000009,22.273446000000035
Wan Chai,Sino Plaza,"255-257 Gloucester Road, Causeway Bay",灣仔區,信和廣場,銅鑼灣告士打道255 – 257號,湾仔区,信和广场,铜锣湾告士打道255 – 257号,2,0,0,0,0,0,0,0,0,-,-,114.1823280000001,22.281372000000033
Wan Chai,Times Square Car Park,"1 Matheson Street, Times Square, Causeway Bay, Hong Kong",灣仔區,時代廣場停車場,香港銅鑼灣勿地臣街1號時代廣場,湾仔区,时代广场停车场,香港铜锣湾勿地臣街1号时代广场,16,2,0,0,0,0,0,0,0,-,-,114.1816970000001,22.278257000000053
Wan Chai,Tin Hau Car Park,"1 King's Road, Causeway Bay, Hong Kong'",灣仔區,天后停車場,香港銅鑼灣英皇道1號,湾仔区,天后停车场,香港铜锣湾英皇道1号,0,159,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.19166500000006,22.28288200000003
Wan Chai,Convention Plaza Car Park (Harbour Road),"1 Harbour Road, Wanchai, Hong Kong",灣仔區,會展廣場停車場(港灣道),香港灣仔港灣道一號,湾仔区,会展广场停车场(港湾道),香港湾仔港湾道一号,3,0,0,3,0,0,0,0,0,-,-,114.1715190000001,22.280696000000034
Wan Chai,Convention Plaza (Expo Drive Central Road) Carpark,"Expo Drive Central, Wan Chai",灣仔區,會展廣場(博覽道中)停車場,灣仔博覽道中,湾仔区,会展广场(博览道中)停车场,湾仔博览道中,2,0,0,0,0,12,0,0,0,-,-,114.17374900000004,22.282621000000063
Wan Chai,SHUI ON CENTRE,"6-8, Harbour Road, Wanchai",灣仔區,瑞安中心,灣仔 港灣道 6-8號,湾仔区,瑞安中心,湾仔 港湾道 6-8号,0,10,0,0,0,0,0,0,1,-,-,114.1716540000001,22.280207000000075
Wan Chai,LEE GARDEN ONE CAR PARK,"33 HYSAN AVENUE, Wan Chai District, Hong Kong",灣仔區,利園一期停車場,香港 灣仔區 希慎道33號,湾仔区,利园一期停车场,香港 湾仔区 希慎道33号,0,0,0,33,0,0,0,0,3,Tesla Wall Connector / Supercharger,-,114.18479300000001,22.278598000000045
Wan Chai,Lee Garden Two Car Park,"28 YUN PING ROAD, Wan Chai District, Hong Kong",灣仔區,利園二期停車場,香港 灣仔區 恩平道28號,湾仔区,利园二期停车场,香港 湾仔区 恩平道28号,0,0,0,11,0,0,0,0,0,-,-,114.18594400000006,22.278252000000066
Wan Chai,Lee Garden Three Car Park,"1 Sunning Road, Causeway Bay, Hong Kong",灣仔區,利園三期停車場,香港 銅鑼灣 新寧道1號,湾仔区,利园三期停车场,香港 铜锣湾 新宁道1号,0,4,0,40,2,6,7,0,6,-,-,114.18535900000006,22.27764700000006
Wan Chai,SUN HUNG KAI CENTRE,"HARBOUR ROAD, WAN CHAI",灣仔區,新鴻基中心,灣仔 港灣道,湾仔区,新鸿基中心,湾仔 港湾道,0,0,0,0,0,0,0,0,1,Tesla Wall Connector,-,114.17695500000002,22.280316000000028
Wan Chai,World Trade Centre,"280 Gloucester Road, Causeway Bay",灣仔區,世界貿易中心,銅鑼灣告士打道280號,湾仔区,世界贸易中心,铜锣湾告士打道280号,1,0,0,0,0,0,3,0,0,-,-,114.18391500000007,22.282115000000033
Wan Chai,Mira Moon Hotel,"388 Jaffe Rd, Wan Chai",灣仔區,問月酒店,灣仔謝斐道388號,湾仔区,问月酒店,湾仔谢斐道388号,0,0,0,0,0,0,0,0,1,Tesla Wall Connector,-,114.17960300000004,22.279914000000076
Wan Chai,Regal Hong Kong Hotel,"17, Irving Street, Causeway Bay",灣仔區,富豪香港酒店,銅鑼灣伊榮街17號,湾仔区,富豪香港酒店,铜锣湾伊荣街17号,0,0,0,0,0,0,0,0,1,Tesla Wall Connector,-,114.18667900000003,22.278946000000076
Wan Chai,LEIGHTON CAR PARK,"77 LEIGHTON ROAD, Wan Chai District, Hong Kong",灣仔區,禮頓中心停車場,香港 灣仔區 禮頓道77號,湾仔区,礼顿中心停车场,香港 湾仔区 礼顿道77号,0,0,0,30,0,0,0,0,0,Tesla Wall Connector,-,114.18310000000008,22.277768000000037
Wan Chai,Central Plaza Wan Chai,"HARBOUR ROAD, WAN CHAI",灣仔區,中環廣場,灣仔 港灣道,湾仔区,中环广场,湾仔 港湾道,0,2,0,3,0,2,0,0,0,Tesla Wall Connector,-,114.17360600000006,22.279999000000032
Wan Chai,Harbour Centre,"23 Harbour Rd, Wan Chai",灣仔區,海港中心,灣仔港灣道23號,湾仔区,海港中心,湾仔港湾道23号,1,0,0,0,0,0,0,0,0,-,-,114.17533500000002,22.28077200000007
Wan Chai,Lee Tung Avenue Commerical Carpark,"200 Queen's Road East, Wan Chai, Hong Kong (Entrance on Spring Garden Lane)",灣仔區,利東街商場停車場,香港灣仔皇后大道東200號 (入口於春園街),湾仔区,利东街商场停车场,香港湾仔皇后大道东200号 (入口于春园街),10,8,0,14,0,0,0,0,0,-,-,114.17202000000009,22.275387000000023
Wan Chai,WINDSOR HOUSE,"GLOUCESTER ROAD, WAN CHAI",灣仔區,皇室大廈,灣仔 告士打道,湾仔区,皇室大厦,湾仔 告士打道,0,18,0,0,0,0,0,0,0,-,-,114.1864220000001,22.280451000000028
Wan Chai,CHINA RESOURCES BLDG,"HARBOUR ROAD, WAN CHAI",灣仔區,華潤大廈,灣仔 港灣道,湾仔区,华润大厦,湾仔 港湾道,0,0,0,4,0,0,0,0,0,Tesla Wall Connector,-,114.1753020000001,22.280027000000075
Wan Chai,The Emperor Hotel,"Hau Tak Ln, Wan Chai",灣仔區,英皇駿景酒店,灣仔厚德里,湾仔区,英皇骏景酒店,湾仔厚德里,0,0,0,3,0,0,0,0,0,Tesla Wall Connector,-,114.17819900000006,22.27437800000007
Wan Chai,HANG LUNG CENTRE,"PATERSON STREET, WAN CHAI",灣仔區,恒隆中心,灣仔 百德新街,湾仔区,恒隆中心,湾仔 百德新街,0,3,0,0,0,0,0,0,1,Tesla Wall Connector,-,114.18596600000001,22.280072000000075
Wan Chai,Wong Nai Chung Gap Children Playground,"Tai Tam Reservoir Rd, Tai Tam",灣仔區,黃泥涌峽兒童遊樂場,大潭水塘道,湾仔区,黄泥涌峡儿童游乐场,大潭水塘道,0,3,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.19390900000008,22.257250000000056
Wan Chai,ST. PAUL'S HOSPITAL,"TUNG LO WAN ROAD, WAN CHAI",灣仔區,聖保祿醫院,灣仔 銅鑼灣道,湾仔区,圣保禄医院,湾仔 铜锣湾道,0,0,0,0,0,0,2,0,0,-,-,114.18823700000007,22.278474000000074
Wan Chai,Capital Centre,"254. Jaffe Rd, Wan Chai",灣仔區,資本中心,灣仔謝斐道254號,湾仔区,资本中心,湾仔谢斐道254号,0,0,0,0,0,0,2,0,0,-,-,114.1771920000001,22.27919600000007
Wan Chai,The Avenue,"21-29 Spring Garden Ln, Wan Chai",灣仔區,囍匯,灣仔春園街21-29號,湾仔区,囍汇,湾仔春园街21-29号,4,5,0,7,0,0,0,0,0,-,-,114.1727820000001,22.275815000000023
Wan Chai,THE PARK LANE,"GLOUCESTER ROAD, WAN CHAI",灣仔區,柏寧酒店,灣仔 告士打道,湾仔区,柏宁酒店,湾仔 告士打道,0,0,0,0,0,2,0,0,0,-,-,114.1862870000001,22.281236000000035
Wan Chai,Hysan Place Car Park,"500 Hennessy Road, Wan Chai District, Hong Kong",灣仔區,希慎廣場停車場,香港 灣仔區 軒尼詩道500號,湾仔区,希慎广场停车场,香港 湾仔区 轩尼诗道500号,0,0,0,0,0,0,0,0,6,Tesla Wall Connector / Supercharger,-,114.1834100000001,22.279908000000034
Wan Chai,YF Life Tower ,"52 Jaffe Rd, Wan Chai",灣仔區,萬通保險大廈,灣仔謝斐道52號,湾仔区,万通保险大厦,湾仔谢斐道52号,0,0,0,0,0,0,0,0,0,Tesla Wall Connector,-,114.16987800000004,22.27876200000003
Wan Chai,CHINA OVERSEAS BUILDING,"HENNESSY ROAD, WAN CHAI",灣仔區,中國海外大廈,灣仔 軒尼詩道,湾仔区,中国海外大厦,湾仔 轩尼诗道,0,13,0,0,1,1,0,0,0,-,-,114.17281000000003,22.27789000000007
Wan Chai,No.68 Yee Wo Street 68,"68 Yee Wo St, Causeway Bay, Hong Kong",灣仔區,怡和街68號,銅鑼灣怡和街68號,湾仔区,怡和街68号,铜锣湾怡和街68号,0,6,0,0,0,0,3,0,0,-,-,114.18653300000005,22.279031000000032
Wan Chai,The St. Regis Hong Kong,"1 Harbour Dr, Wan Chai",灣仔區,香港瑞吉酒店,灣仔港灣徑1號,湾仔区,香港瑞吉酒店,湾仔港湾径1号,0,0,0,3,0,0,0,0,0,Tesla Wall Connector,-,114.17486300000007,22.27991300000008
Wan Chai,C C WU BUILDING,"HENNESSY ROAD, WAN CHAI",灣仔區,集成中心,灣仔 軒尼詩道,湾仔区,集成中心,湾仔 轩尼诗道,0,12,0,0,0,0,0,0,0,-,-,114.17784500000005,22.277787000000046
Kowloon City,Sunshine Plaza,"17 Sung On Street, Hung Hom, Kowloon",九龍城區,陽光廣場,九龍紅磡崇安街17號,九龙城区,阳光广场,九龙红磡崇安街17号,1,0,0,0,0,0,0,0,0,-,-,114.1891710000001,22.31189900000004
Kowloon City,WHAMPOA PLAZA/WHAMPOA GARDEN SITE 8,"TAK ON STREET, KOWLOON CITY",九龍城區,黃埔花園黃埔廣場(8期),九龍城 德安街,九龙城区,黄埔花园黄埔广场(8期),九龙城 德安街,1,0,0,0,0,0,4,0,0,-,-,114.19085900000005,22.30503200000004
Kowloon City,Ka Wai Chuen,"Station Lane, Kowloon City",九龍城區,家維邨,九龍城 差館里,九龙城区,家维邨,九龙城 差馆里,1,2,0,0,0,0,0,0,0,-,-,114.18640000000005,22.307840000000056
Kowloon City,Tak Long Estate,"Tak Long Estate, Kowloon City, Kowloon",九龍城區,德朗,"德朗邨, 九龍城區, 九龍",九龙城区,德朗,"德朗邨, 九龙城区, 九龙",9,4,0,0,1,1,2,0,0,-,-,114.20392600000002,22.330189000000075
Kowloon City,Kai Ching Estate,"Kai Ching Estate, Kowloon City, Kowloon",九龍城區,啟晴,"啟晴邨, 九龍城區, 九龍",九龙城区,启晴邨,"启晴邨, 九龙城区, 九龙",16,3,0,0,0,0,3,0,0,-,-,114.2039870000001,22.33242800000005
Kowloon City,Kai Tak Cruise Terminal Car Park 1,SHING FUNG ROAD,九龍城區,啟德郵輪碼頭停車場 1,承豐道,九龙城区,启德邮轮码头停车场 1,承丰道,36,0,0,0,0,0,0,0,6,-,-,114.21305200000006,22.306164000000024
Yau Tsim Mong,Hung Hom Station Car Park,"8 Cheong Wan Road, Hung Hom, Kowloon",油尖旺區,紅磡站停車場,九龍紅磡暢運道8號,油尖旺区,红磡站停车场,九龙红磡畅运道8号,0,1,0,0,0,0,1,0,0,-,-,114.18172300000003,22.303247000000056
Kowloon City,Regal Oriental Hotel,"30 Sa Po Rd, Kowloon City",九龍城區,富豪東方酒店,九龍城沙浦道30號,九龙城区,富豪东方酒店,九龙城沙浦道30号,0,0,0,0,0,0,0,0,1,Tesla Wall Connector,-,114.19274300000006,22.33014600000007
Kowloon City,Hotel SAV,"2 Marsh St, Hung Hom",九龍城區,逸．酒店,紅磡孖庶街2號,九龙城区,逸．酒店,红磡孖庶街2号,0,0,0,0,0,0,0,0,2,Tesla Wall Connector,-,114.18583600000011,22.307172000000037
Kowloon City,Kerry Hotel Hong Kong,"HUNG LUEN ROAD, KOWLOON CITY",九龍城區,香港嘉里大酒店,九龍城 紅鸞道,九龙城区,香港嘉里大酒店,九龙城 红鸾道,0,0,0,6,0,0,0,0,0,Tesla Wall Connector,-,114.18844400000012,22.301181000000042
Kowloon City,HUNG HOM ESTATE,"Hung Hom Estate, Kowloon City, Kowloon",九龍城區,紅磡邨,"紅磡邨, 九龍城區, 九龍",九龙城区,红磡邨,"红磡邨, 九龙城区, 九龙",0,1,0,0,0,0,0,0,0,-,-,114.18946800000003,22.308373000000074
Kowloon City,Kai Long Court,MUK ON STREET,九龍城區,啟朗苑,沐安街,九龙城区,启朗苑,沐安街,4,0,0,0,0,0,0,0,0,-,-,114.20108300000004,22.330190000000073
Kowloon City,Jubilant Place,20 San Shan Road,九龍城區,欣榮花園,土瓜灣新山道20號,九龙城区,欣荣花园,土瓜湾新山道20号,0,4,0,0,0,0,0,0,0,-,-,114.18923500000005,22.320961000000068
Kowloon City,The Laguna Mall,"8, LagunaVerde Ave",九龍城區,海逸坊,海逸豪園海逸道8號,九龙城区,海逸坊,海逸豪园海逸道8号,0,1,0,0,0,0,0,0,0,-,-,114.19161600000007,22.30837500000007
Kowloon City,Trade and Industry Tower Car Park,"No. 3 Concords Road, Kai Tak, Kowloon, Hong Kong",九龍城區,工業貿易大樓停車場,香港九龍啟德協調道3號,九龙城区,工业贸易大楼停车场,香港九龙启德协调道3号,0,20,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.19793800000002,22.332660000000033
Kowloon City,Hong Kong Children's Hospital,SHING CHEONG ROAD,九龍城區,香港兒童醫院,承昌道,九龙城区,香港儿童医院,承昌道,22,0,0,0,0,0,0,0,0,-,-,114.20879700000012,22.315725000000043
Kowloon City,Celestial Heights,"SHEUNG SHING STREET, KOWLOON CITY",九龍城區,半山壹號,九龍城 常盛街,九龙城区,半山壹号,九龙城 常盛街,7,3,0,0,0,0,4,0,0,-,-,114.18574600000011,22.31862300000006
Kowloon City,Harbour Place,"OI KING STREET, KOWLOON CITY",九龍城區,海濱南岸,九龍城 愛景街,九龙城区,海滨南岸,九龙城 爱景街,2,0,0,0,0,0,2,0,0,-,-,114.18713900000012,22.302485000000047
Kowloon City,Oi Man Car Park ,"Oi Man Plaza, 60 Chung Hau Street, Ho Man Tin, Kowloon",九龍城區,愛民停車場,九龍何文田忠孝街60號愛民廣場,九龙城区,爱民停车场,九龙何文田忠孝街60号爱民广场,0,6,0,11,0,4,0,0,8,Tesla Wall Connector / Supercharger,-,114.17928500000005,22.311276000000078
Kowloon City,THE HARBOUR FRONT,"TAK FUNG STREET, KOWLOON CITY",九龍城區,海濱廣場,九龍城 德豐街,九龙城区,海滨广场,九龙城 德丰街,0,0,0,0,0,0,2,0,0,-,-,114.19163900000001,22.302319000000068
Sham Shui Po,Innocentre,"TAT CHEE AVENUE, SHAM SHUI PO",深水埗區,創新中心,深水埗達之路,深水埗区,创新中心,深水埗達之路,3,0,0,6,0,0,0,0,3,-,-,114.17604500000004,22.335232000000076
Kowloon City,Airside,"2, Concorde Rd, Kai Tak",九龍城區,Airside,新蒲崗協調道2號,九龙城区,Airside,新蒲岗协调道2号,0,256,0,0,0,13,0,0,9,-,-,114.19813700000009,22.330486000000064
Kowloon City,Jockey Club Campus of Hong Kong Metropolitan University,"LG1/F, 81 Chung Hau St, Ho Man Tin",九龍城區,香港都會大學賽馬會校園,何文田忠孝街81號,九龙城区,香港都会大学赛马会校园,何文田忠孝街81号,0,5,0,0,0,0,0,0,0,-,-,114.17833200000007,22.315594000000033
Kowloon City,Main Campus of Hong Kong Metropolitan University,"30, Good Shepherd St, Ho Man Tin",九龍城區,香港都會大學正校園,何文田牧愛街30號,九龙城区,香港都会大学正校园,何文田牧爱街30号,0,5,0,0,0,0,0,0,0,-,-,114.17999500000008,22.31645000000003
Kowloon City,The Jockey Club Institute of Healthcare of Hong Kong Metropolitan University,"5-11 Sheung Shing St, Quarry Hill",九龍城區,香港都會大學賽馬會健康護理學院,採石山常盛街5-11號,九龙城区,香港都会大学赛马会健康护理学院,采石山常盛街5-11号,0,5,0,0,0,0,0,0,0,-,-,114.1800290000001,22.317521000000056
Yau Tsim Mong,Fortune Metropolis P2,"6 Metropolis Dr, Hung Hom",油尖旺區,置富都會二期,紅磡都會道6號,油尖旺区,置富都会二期,红磡都会道6号,0,4,0,0,0,4,0,0,0,-,-,114.18295300000011,22.303774000000033
Kowloon City,Oasis Kai Tak,"MUK NING STREET, KOWLOON CITY",九龍城區,Oasis Kai Tak,沐寧街 九龍城,九龙城区,Oasis Kai Tak,沐宁街 九龙城,0,0,0,0,0,2,0,0,0,-,-,114.2000670000001,22.328532000000052
Kowloon City,One Homantin,"1 Sheung Foo St, Ho Man Tin",九龍城區,何文田1號,何文田常富街1號,九龙城区,何文田1号,何文田常富街1号,0,0,0,0,0,2,0,0,0,-,-,114.18172700000002,22.31672700000007
Kowloon City,Blissful Place,"8 Lee Kung St, Hung Hom",九龍城區,豐頤居,紅磡利工街8號,九龙城区,丰颐居,红磡利工街8号,0,10,0,0,0,0,0,0,0,-,-,114.18662700000004,22.309364000000073
Kowloon City,Cascades (comprising 4 blocks),"CHUNG HAU STREET, KOWLOON CITY",九龍城區,欣圖軒,九龍城 忠孝街,九龙城区,欣图轩,九龙城 忠孝街,0,2,0,0,0,0,0,0,0,-,-,114.179708,22.315987000000064
Kowloon City,Chatham Gate,"CHATHAM ROAD NORTH, KOWLOON CITY",九龍城區,昇御門,九龍城 漆咸道北,九龙城区,升御门,九龙城 漆咸道北,0,0,0,0,0,0,0,0,6,Tesla Supercharger,-,114.18620600000008,22.311194000000057
Kowloon City,Hung Hom Car Park ,"Hung Hom Estate Retail and Car Park, 9 Dyer Avenue, Hung Hom, Kowloon",九龍城區,紅磡停車場,九龍紅磡戴亞街9號紅磡邨商舖及停車場,九龙城区,红磡停车场,九龙红磡戴亚街9号红磡邨商铺及停车场,0,14,0,0,0,0,0,0,0,-,-,114.1884980000001,22.30717500000003
Kowloon City,Ho Man Tin Car Park ,"Homantin Plaza, 80 Fat Kwong Street, Ho Man Tin, Kowloon",九龍城區,何文田停車場,九龍何文田佛光街80號何文田廣場,九龙城区,何文田停车场,九龙何文田佛光街80号何文田广场,0,15,0,0,0,0,0,0,0,-,-,114.18213100000003,22.315026000000046
Kwun Tong,Kwun Tong Plaza,HOI YUEN ROAD,觀塘區,觀塘廣場,開源道,观塘区,观塘广场,开源道,0,3,0,0,0,0,1,0,0,-,-,114.22612900000001,22.31126500000005
Kwun Tong,MegaBox,WANG CHIU ROAD,觀塘區,MegaBox,宏照道,观塘区,MegaBox,宏照道,0,3,0,0,0,10,15,0,0,-,-,114.20854500000007,22.319740000000024
Kwun Tong,Exchange Tower,"33 Wang Chiu Road, Kowloon Bay, Kowloon",觀塘區,國際交易中心,九龍九龍灣宏照道33號,观塘区,国际交易中心,九龙九龙湾宏照道33号,0,8,0,0,0,0,0,0,0,-,-,114.20934800000009,22.320967000000053
Kwun Tong,Futura Plaza,"Futura Plaza, 111-113 How Ming Street, Kwun Tong, KLN",觀塘區,富利廣場,九龍觀塘巧明街111-113號富利廣場,观塘区,富利广场,九龙观塘巧明街111-113号富利广场,1,0,0,0,0,0,0,0,0,-,-,114.22440600000004,22.311738000000048
Kwun Tong,Skyline Tower,WANG KWONG ROAD,觀塘區,宏天廣埸,宏光道,观塘区,宏天广埸,宏光道,9,0,0,47,0,0,0,0,6,-,-,114.20529500000009,22.326225000000022
Kwun Tong,Westin Centre,Hung To Road,觀塘區,威登中心,鴻圖道,观塘区,威登中心,鸿图道,1,0,0,0,0,0,0,0,0,-,-,114.21936500000004,22.313010000000077
Kwun Tong,Kwun Tong Harbour Plaza,WAI YIP STREET,觀塘區,觀塘碼頭廣場,偉業街,观塘区,观塘码头广场,伟业街,2,0,0,0,0,0,0,0,0,-,-,114.22151900000006,22.309198000000038
Kwun Tong,Metro Centre I,LAM HING STREET,觀塘區,美羅中心一期,臨興街,观塘区,美罗中心一期,临兴街,1,0,0,0,0,6,0,0,0,-,-,114.21040000000005,22.324273000000062
Kwun Tong,Metro Centre II,LAM HING STREET,觀塘區,美羅中心二期,臨興街,观塘区,美罗中心二期,临兴街,2,0,0,0,0,0,0,0,0,-,-,114.21090500000003,22.324932000000047
Kwun Tong,Amoy Plaza,"77 Ngau Tau Kok Road, Kowloon",觀塘區,淘大商場,九龍牛頭角道77號,观塘区,淘大商场,九龙牛头角道77号,0,0,0,0,0,0,0,0,5,Tesla Wall Connector,-,114.21675100000004,22.32470100000006
Kwun Tong,Telford Plaza Car Park D,"33 Wai Yip Street, Kwun Tong District, Kowloon",觀塘區,德福廣場D座停車場,九龍 觀塘區 偉業街33號,观塘区,德福广场D座停车场,九龙 观塘区 伟业街33号,0,0,0,0,0,0,2,0,0,-,-,114.21203000000003,22.322331000000077
